index,사업장명,소재지전체주소,도로명전체주소,개업일자,영업상태명,약국영업면적,인허가구분명,지정일자,전화번호,x축,y축,상세영업상태명,구별
1332,두리약국,서울특별시 노원구 상계동 111번지 256호,서울특별시노원구상계로35길2,20031009,운영중,30.17,약국,20031009.0,938-2201,37.6705404,127.0787699,영업중,노원구
1333,바다약국,서울특별시 노원구 상계동 746번지 5호,서울특별시노원구동일로1361,20031015,운영중,33.4,약국,20031015.0,930-9314,37.6498393,127.06128390000002,영업중,노원구
1334,온누리약국,서울특별시 노원구 상계동 1305번지 동양메이저상가 112호 113호,서울특별시노원구상계로5길12,20031104,운영중,55.6,약국,20031104.0,931-0532,37.6575352,127.0639274,영업중,노원구
1335,동산약국,서울특별시 노원구 중계2.3동 512번지 무지개아파트상가 1층 109호110호,서울특별시노원구동일로1280,20040203,운영중,46.73,약국,20040203.0,948-9476,37.6428027,127.0664601,영업중,노원구
1336,이화약국,서울특별시 노원구 중계동 591번지,서울특별시노원구한글비석로384,20040518,운영중,66.15,약국,20040518.0,951-6102,37.6597817,127.07319059999999,영업중,노원구
1337,보건약국,서울특별시 노원구 중계동 514번지 3호 시영3단지상가 104호,서울특별시노원구노원로333,19911227,운영중,18.87,약국,19911227.0,949-7740,37.6464986,127.0688377,영업중,노원구
1338,인덕약국,서울특별시 노원구 월계동 321번지 2호,서울특별시노원구월계로370,19920519,운영중,26.2,약국,19920519.0,993-6250,37.6308761,127.06104209999998,영업중,노원구
1339,다정약국,서울특별시 노원구 중계동 369번지,서울특별시노원구한글비석로14길8,19920915,운영중,31.83,약국,19920915.0,951-5567,37.6574623,127.0786935,영업중,노원구
1340,황인재약국,서울특별시 노원구 월계동 600번지,서울특별시노원구초안산로1길18,19930113,운영중,36.65,약국,19930113.0,995-8028,37.628695,127.05226599999999,영업중,노원구
1341,당고개약국,서울특별시 노원구 상계동 111번지 475호,서울특별시노원구상계로309-1,19930913,운영중,17.9,약국,19930913.0,930-5142,37.6708273,127.0799769,영업중,노원구
1342,오피앙약국,서울특별시 노원구 상계동 1258번지,서울특별시노원구동일로1701,19931211,운영중,41.04,약국,19931211.0,932-1905,37.6802689,127.05486940000002,영업중,노원구
1343,온누리영광약국,서울특별시 노원구 상계동 630번지,서울특별시노원구동일로228길35,19940330,운영중,20.71,약국,19940330.0,931-8869,37.667879799999994,127.0590436,영업중,노원구
1344,화인팜약국,서울특별시 노원구 중계동 579번지 화인상가 204호,서울특별시노원구중계로160,19940407,운영중,25.34,약국,19940407.0,971-3008,37.6493794,127.0813895,영업중,노원구
1345,백경약국,서울특별시 노원구 상계동 733번지 2호,서울특별시노원구동일로217가길11,19950710,운영중,31.9,약국,19950710.0,952-9545,37.6534006,127.05987009999998,영업중,노원구
1346,세일약국,서울특별시 노원구 하계동 272번지 하계5단지상가 108호,서울특별시노원구한글비석로24,19970619,운영중,27.47,약국,19970619.0,930-1199,37.6332505,127.06561440000002,영업중,노원구
1347,노원종로약국,서울특별시 노원구 공릉동 362번지 26호,서울특별시노원구동일로1102,19971124,운영중,72.93,약국,19971124.0,949-3400,37.628252200000006,127.0719634,영업중,노원구
1348,백약국,서울특별시 노원구 상계동 749번지 8호  105호 106호,서울특별시노원구동일로1350,19980107,운영중,71.82,약국,19980107.0,933-6611-3,37.6491661,127.06240179999999,영업중,노원구
1349,삼호약국,서울특별시 노원구 월계동 13번지,서울특별시노원구마들로111,19980304,운영중,26.97,약국,19980304.0,977-2254,37.6244076,127.0655937,영업중,노원구
1350,기쁨약국,서울특별시 노원구 상계동 387번지 225호,서울특별시노원구노원로26길181,19980520,운영중,39.04,약국,19980520.0,936-0222,37.6580408,127.0713479,영업중,노원구
1351,건강과행복이열리는약국,서울특별시 노원구 중계동 364번지 19호,서울특별시노원구한글비석로242,19980630,운영중,147.98,약국,19980630.0,933-9696,37.649198,127.07695749999999,영업중,노원구
1352,한빛약국,서울특별시 노원구 월계동 320번지 9호,서울특별시노원구월계로55길4,19980806,운영중,19.6,약국,19980806.0,979-0993,37.6324854,127.06094479999999,영업중,노원구
1353,중계약국,중계본동 84-36,서울특별시노원구중계로14길29,19981008,운영중,47.01,약국,19981008.0,930-2244,37.6497561,127.0819708,영업중,노원구
1354,경화당약국,서울특별시 노원구 월계동 46번지 1호,서울특별시노원구화랑로337,19690108,운영중,20.14,약국,19690108.0,919-7167,37.6152064,127.06515379999999,영업중,노원구
1355,남북약국,서울특별시 노원구 상계동 389번지 361호,서울특별시노원구상계로27길15,19731105,운영중,48.0,약국,19731105.0,936-6675,37.659204100000004,127.07020800000001,영업중,노원구
1356,하계약국,서울특별시 노원구 하계동 169번지 5호,서울특별시노원구공릉로58가길8,19740720,운영중,20.59,약국,19740720.0,949-3016,37.6358789,127.07293700000001,영업중,노원구
1357,신도약국,서울특별시 노원구 상계동 140번지 147호,서울특별시노원구수락산로17-1,19741021,운영중,26.88,약국,19741021.0,936-5654,37.6644871,127.0739187,영업중,노원구
1358,창덕약국,서울특별시 노원구 공릉동 566번지 32호,서울특별시노원구동일로182길20,19770728,운영중,16.02,약국,19770728.0,972-2933,37.62294970000001,127.0753054,영업중,노원구
1359,태평약국,서울특별시 노원구 월계동 393번지 1호,서울특별시노원구광운로45,19770728,운영중,27.52,약국,19770728.0,918-1322,37.6214621,127.05901159999999,영업중,노원구
1360,나현약국,서울특별시 노원구 상계동 176번지 103호,서울특별시노원구상계로12길41,19830924,운영중,19.9,약국,19830924.0,936-7718,37.6563873,127.06961409999998,영업중,노원구
1361,월계약국,서울특별시 노원구 월계동 562번지,서울특별시노원구월계로45길28,19840404,운영중,19.23,약국,19840404.0,905-2340,37.626735700000005,127.05112040000002,영업중,노원구
1362,세브란스약국,서울특별시 노원구 하계동 271번지 3호,서울특별시노원구섬밭로229,19840507,운영중,38.5,약국,19840507.0,974-3587,37.6354318,127.0644563,영업중,노원구
1363,백조약국,서울특별시 노원구 공릉동 420번지 2호,서울특별시노원구공릉로46길3,19850110,운영중,104.13,약국,19850110.0,974-7778,37.62715120000001,127.0791017,영업중,노원구
1364,벽산약국,서울특별시 노원구 상계5동 173번지 1호 벽산아파트 상가 109동 17호,서울특별시노원구한글비석로396,20111228,운영중,19.8,약국,20111228.0,938-5758,37.661272600000004,127.0726949,영업중,노원구
1365,새고운약국,서울특별시 노원구 공릉1동 615번지 21호 1층,서울특별시노원구동일로1003,20120302,운영중,57.6,약국,20120302.0,973-9286,37.619670899999996,127.074629,영업중,노원구
1366,옵티마건강약국,서울특별시 노원구 중계동 509번지 1호 씨앤미빌딩 110호,서울특별시노원구동일로204가길34,20120601,운영중,28.35,약국,20120601.0,975-7900,37.6406859,127.0681273,영업중,노원구
1367,푸른약국,서울특별시 노원구 중계본동 366번지 6호 그랜드프라자  312호,서울특별시노원구한글비석로264,20120626,운영중,70.62,약국,20120626.0,935-4167,37.6510283,127.07722720000001,영업중,노원구
1368,노원행복한약국,서울특별시 노원구 상계동 603번지 8호 청우빌딩 1층,서울특별시노원구상계로63-7,20120801,운영중,34.02,약국,20120801.0,952-1609,37.656501,127.0619072,영업중,노원구
1369,새봄약국,서울특별시 노원구 중계동 506번지 브라운스톤중계 2층 290호,서울특별시노원구동일로203가길29,20120816,운영중,22.95,약국,20120816.0,949-4631,37.6393876,127.0642707,영업중,노원구
1370,좋은약국,서울특별시 노원구 상계동 723번지 KT노원플라자 별관 1층,서울특별시노원구노해로502,20120817,운영중,42.17,약국,20120817.0,931-5353,37.6543814,127.0636656,영업중,노원구
1371,i튼튼약국,서울특별시 노원구 공릉동 398번지 23호,서울특별시노원구동일로1059,20130102,운영중,20.14,약국,20130102.0,972-0246,37.6244964,127.0729685,영업중,노원구
1372,상계동문약국,서울특별시 노원구 상계동 749번지 7호 형인빌딩 1층,서울특별시노원구동일로1352,20130228,운영중,59.4,약국,20130228.0,951-8572,37.649364299999995,127.06228370000001,영업중,노원구
1373,노원프라자약국,서울특별시 노원구 상계6.7동 763번지 6호,서울특별시노원구동일로1345,20130408,운영중,114.19,약국,20130408.0,937-9055,37.648668799999996,127.06184820000001,영업중,노원구
1374,딸기약국,서울특별시 노원구 공릉동 109번지 비선아파트상가 103호,서울특별시노원구화랑로51길78,20130513,운영중,17.82,약국,20130513.0,978-1430,37.625651700000006,127.087321,영업중,노원구
1375,종로프라자약국,서울특별시 노원구 상계동 746번지 9호 1층,서울특별시노원구동일로1353,20130513,운영중,62.37,약국,20130513.0,932-9033,37.649382700000004,127.06154120000001,영업중,노원구
1376,행복약국,서울특별시 노원구 공릉동 680번지 8호 1층,서울특별시노원구동일로985,20141117,운영중,22.33,약국,20141117.0,930-0300,37.6180201,127.0751875,영업중,노원구
1377,행복을주는약국,서울특별시 노원구 공릉동 567번지 4호 1층,서울특별시노원구동일로1036,20141118,운영중,72.45,약국,20141118.0,977-4203,37.6225799,127.07434599999999,영업중,노원구
1378,국약국,서울특별시 노원구 중계동 584번지 1호 삼창타워프라자빌딩 2층 26호,서울특별시노원구한글비석로383,20141224,운영중,26.59,약국,20141224.0,934-4404,37.6590511,127.0728631,영업중,노원구
1379,상계우리들약국,서울특별시 노원구 상계동 169번지 330호 1층,서울특별시노원구한글비석로416,20150105,운영중,25.2,약국,20150105.0,951-0735,37.6616707,127.0706215,영업중,노원구
1380,한마음온누리약국,서울특별시 노원구 하계동 280번지 미성상가 105호,서울특별시노원구공릉로59길28,20150122,운영중,25.93,약국,20150122.0,975-1070,37.634779200000004,127.06956299999999,영업중,노원구
1381,화랑온누리약국,서울특별시 노원구 공릉동 340번지 18호 1층,서울특별시노원구공릉로150,20150202,운영중,108.0,약국,20150202.0,975-4151,37.6233344,127.0795612,영업중,노원구
1382,푸른솔약국,서울특별시 노원구 하계동 169번지 1호 1층,서울특별시노원구공릉로58가길14,20130930,운영중,31.59,약국,20130930.0,977-7267,37.636223799999996,127.0727956,영업중,노원구
1383,수암약국,서울특별시 노원구 월계동 383번지 16호 1층,서울특별시노원구광운로57,20130930,운영중,41.83,약국,20130930.0,915-8466,37.622599,127.0595456,영업중,노원구
1384,다나약국,서울특별시 노원구 월계동 411번지 53호,서울특별시노원구석계로95,20131002,운영중,23.78,약국,20131002.0,943-8409,37.6229119,127.06116159999999,영업중,노원구
1385,무지개온누리약국,서울특별시 노원구 월계동 50번지 29호 우현빌딩 1층,서울특별시노원구화랑로325,20131028,운영중,132.0,약국,20131028.0,909-0889,37.6149164,127.06403829999999,영업중,노원구
1386,고려약국,서울특별시 노원구 상계동 728번지 7호 104호,서울특별시노원구동일로,20140203,운영중,24.9,약국,20140203.0,932-1186,37.6562713,127.06240690000001,영업중,노원구
1387,목원약국,서울특별시 노원구 상계동 111번지 444호 1층,서울특별시노원구상계로37길29,20140218,운영중,24.57,약국,20140218.0,937-4428,37.67141289999999,127.0799686,영업중,노원구
1388,바른손약국,서울특별시 노원구 하계동 280번지 미성아파트상가,서울특별시노원구한글비석로56,20140303,운영중,29.64,약국,20140303.0,977-6400,37.634779200000004,127.06956299999999,영업중,노원구
1389,다정온누리약국,서울특별시 노원구 공릉동 81번지 태강아파트상가 107호,서울특별시노원구공릉로34길38,20140303,운영중,22.8,약국,20140303.0,977-3305,37.6233407,127.08304340000001,영업중,노원구
1390,길약국,서울특별시 노원구 상계동 65번지 28호,서울특별시노원구상계로306,19860923,운영중,20.9,약국,19860923.0,3392-3707,37.670193,127.07974109999998,영업중,노원구
1391,장수메디컬약국,서울특별시 노원구 공릉동 383번지 7호 스테이션빌딩 1층,서울특별시노원구동일로1077,20140303,운영중,28.8,약국,20140303.0,973-1111,37.6260131,127.07242169999999,영업중,노원구
1392,진약국,서울특별시 노원구 상계동 734번지 3호 노빌리안골드빌딩 101호 102호,서울특별시노원구노해로452,19861016,운영중,20.9,약국,19861016.0,935-8266,37.653461,127.05840740000001,영업중,노원구
1393,미소약국,서울특별시 노원구 상계동 373번지 16호 1층,서울특별시노원구상계로10길12,20140303,운영중,48.95,약국,20140303.0,930-2270,37.65694620000001,127.0675943,영업중,노원구
1394,봄약국,서울특별시 노원구 상계동 728번지 2호 1층,서울특별시노원구동일로1392,20140701,운영중,17.81,약국,20140701.0,939-8139,37.6530156,127.0613085,영업중,노원구
1395,동덕약국,서울특별시 노원구 상계동 341번지 14호,서울특별시노원구상계로88,19861228,운영중,39.73,약국,19861228.0,939-2813,37.656415,127.0645739,영업중,노원구
