,번호,사업장명,소재지전체주소,도로명전체주소,개업일자,영업상태명,약국영업면적,인허가구분명,지정일자,전화번호,위치정보(X),위치정보(Y),상세영업상태명,구별
743,744,혜원사약국,서울특별시 동대문구 신설동 114번지 25호,서울특별시동대문구난계로238,19860221,운영중,19.9,약국,19860221,02-2234-1815,202082.7081,452580.7615,영업중,동대문구
744,745,복지약국,서울특별시 동대문구 답십리동 465번지 24호,서울특별시동대문구천호대로227,20000804,운영중,82,약국,20000804,02-2217-3606,204248.4094,452334.1573,영업중,동대문구
745,746,삼익약국,서울특별시 동대문구 이문동 392번지 6호,서울특별시동대문구천장산로48,19870516,운영중,16.3,약국,19870516,02-963-5490,205086.4095,455626.0321,영업중,동대문구
746,747,새건강약국,서울특별시 동대문구 답십리동 495번지 1호,서울특별시동대문구천호대로281,19880217,운영중,29,약국,19880217,02-2244-8435,204662.4952,452005.4704,영업중,동대문구
747,748,서생당약국,서울특별시 동대문구 전농동 648번지 13호,서울특별시동대문구서울시립대로42,19990527,운영중,50.84,약국,19990527,02-2212-2785,204149.6836,452831.3939,영업중,동대문구
748,749,이룸약국,서울특별시 동대문구 이문동 177번지 64호,서울특별시동대문구한천로58길47,20001230,운영중,15.2,약국,20001230,02-960-4773,206154.2482,455751.5307,영업중,동대문구
749,750,세광약국,서울특별시 동대문구 제기동 652번지 2호,서울특별시동대문구왕산로171,19940203,운영중,85,약국,19940203,02-962-8989,203718.8064,453332.3971,영업중,동대문구
750,751,삼정당약국,서울특별시 동대문구 제기동 1118번지,서울특별시동대문구약령중앙로14-7,19930820,운영중,24,약국,19930820,02-965-1231,203308.9639,453336.1967,영업중,동대문구
751,752,원지당약국,서울특별시 동대문구 제기동 1115번지 14호,서울특별시동대문구약령중앙로14-3,19901221,운영중,22.2,약국,19901221,02-963-3636,203286.9861,453337.8478,영업중,동대문구
752,753,즐거운약국,서울특별시 동대문구 장안동 336번지 장안현대홈타운아파트 제상가1동 204호,서울특별시동대문구장안벚꽃로107,20140414,운영중,40.88,약국,20140414,2244-2209,206745.4202,452413.2792,영업중,동대문구
753,754,코아약국,서울특별시 동대문구 휘경동 320번지 6호 1층,서울특별시동대문구회기로185-1,20140114,운영중,35.45,약국,20140114,959-6380,205001.1577,454509.0234,영업중,동대문구
754,755,신도약국,서울특별시 동대문구 제기동 1212번지 한신아파트 상가동 103호,서울특별시동대문구고산자로534,20060901,운영중,38.4,약국,20060901,02-966-4487,203575.4225,454497.0299,영업중,동대문구
755,756,코끼리약국,서울특별시 동대문구 이문동 237번지 2호 1층,서울특별시동대문구신이문로24길4,20140213,운영중,47.7,약국,20140213,967-8806,205855.5284,455921.1611,영업중,동대문구
756,757,남제당약국,서울특별시 동대문구 제기동 930번지 10호,서울특별시동대문구고산자로477,19910803,운영중,30.3,약국,19910803,02-959-1379,203384.1178,453637.0974,영업중,동대문구
757,758,청솔약국,서울특별시 동대문구 답십리동 80번지 청솔우성아파트상가,서울특별시동대문구전농로10길20,20001111,운영중,25,약국,20001111,02-3394-6600,205379.6459,452855.794,영업중,동대문구
758,759,이레약국,서울특별시 동대문구 전농동 32번지 4호 전농하우스토리3층 313-1호,서울특별시동대문구사가정로122,20080522,운영중,18.7,약국,20080522,2215-4535,205169.1561,453075.2569,영업중,동대문구
759,760,신우약국,서울특별시 동대문구 청량리동 743번지 1호,서울특별시동대문구홍릉로5-1,20080904,운영중,18.6,약국,20080904,02-961-8833,203954.708,453482.4545,영업중,동대문구
760,761,광선당약국,서울특별시 동대문구 제기동 1140번지 49호,서울특별시동대문구약령서1길32,20080312,운영중,25.7,약국,20080312,02-957-5269,203221.1347,453378.559,영업중,동대문구
761,762,윤창당약국,서울특별시 동대문구 제기동 1139번지,서울특별시동대문구약령중앙로4,20080214,운영중,24.1,약국,20080214,02-967-3360,203266.1,453224.2864,영업중,동대문구
762,763,새린온누리약국,서울특별시 동대문구 장안동 370번지 1호,서울특별시동대문구답십리로266,20071001,운영중,87.54,약국,20071001,02-2214-3455,206176.52,452528.7426,영업중,동대문구
763,764,장안당약국,서울특별시 동대문구 제기동 1067번지,서울특별시동대문구고산자로451,20070903,운영중,39.6,약국,20070903,02-966-5056,203372.1856,453390.5246,영업중,동대문구
764,765,세림약국,서울특별시 동대문구 제기동 1140번지 1호 2층,서울특별시동대문구약령중앙로17-1,20070403,운영중,47,약국,20070403,02-2294-0071,203253.975,453372.8733,영업중,동대문구
765,766,건강약국,서울특별시 동대문구 전농동 621번지 1호 2층,서울특별시동대문구왕산로176,20070305,운영중,43,약국,20070305,02-2282-4830,203799.4262,453303.8917,영업중,동대문구
766,767,태평양약국,서울특별시 동대문구 제기동 1067번지,서울특별시동대문구고산자로451,20060828,운영중,38.6,약국,20060828,02-967-4664,203372.1856,453390.5246,영업중,동대문구
767,768,조은온누리약국,서울특별시 동대문구 장안동 429번지 3호,서울특별시동대문구장한로51,20050926,운영중,51.3,약국,20050926,02-2212-4509,205931.1599,451798.4694,영업중,동대문구
768,769,백수약국,서울특별시 동대문구 이문동,서울특별시동대문구이문로141,20050801,운영중,24.01,약국,20050801,02-966-4588,205437.9112,455510.485,영업중,동대문구
770,771,대흥당약국,서울특별시 동대문구 전농동 678번지 4호,서울특별시동대문구답십리로15길30,19700617,운영중,0,약국,19700617,02-2212-6097,204182.1855,453130.616,영업중,동대문구
771,772,답십리백화점약국,서울특별시 동대문구  94번지 9호,서울특별시동대문구전농로102,20030207,운영중,62.9,약국,20030207,02-2215-9454,205110.8327,452716.8687,영업중,동대문구
772,773,원국산약국,서울특별시 동대문구 제기동 1126번지 7호,서울특별시동대문구약령중앙로8-1,20021007,운영중,23.7,약국,20021007,02-964-9227,203268.8806,453271.8413,영업중,동대문구
773,774,인영약국,서울특별시 동대문구 용두동 90번지 1호,서울특별시동대문구왕산로118,19750116,운영중,0,약국,19750116,02-966-5225,203209.8369,453160.2471,영업중,동대문구
774,775,중량약국,서울특별시 동대문구 휘경동 112번지 49호,서울특별시동대문구망우로131,19770611,운영중,16,약국,19770611,02-2245-2636,205955.0466,454700.2261,영업중,동대문구
775,776,효성당약국,서울특별시 동대문구 용두동 12번지 4호,서울특별시동대문구왕산로32길26,19770627,운영중,19.4,약국,19770627,02-962-9306,203696.2745,453136.5863,영업중,동대문구
776,777,새싹약국,서울특별시 동대문구 이문동 292번지 10호 이문동 웰츠타워 1층 109호,서울특별시동대문구이문로136,20140902,운영중,25.17,약국,20140902,6403-8310,205463.9499,455436.1149,영업중,동대문구
777,778,정우약국,서울특별시 동대문구 이문동 292번지 4호 1층,서울특별시동대문구이문로123,20140623,운영중,19.82,약국,20140623,968-9886,205375.421,455362.174,영업중,동대문구
778,779,카톨릭대학약국,서울특별시 동대문구 전농동 620번지 70호 1층,서울특별시동대문구왕산로178,20140623,운영중,41.94,약국,20140623,957-9550,203811.201,453306.7416,영업중,동대문구
779,780,행복한정약국,서울특별시 동대문구 이문동 256번지 373호 1층,서울특별시동대문구이문로188,20140429,운영중,50.04,약국,20140429,969-7700,205495.6942,455978.7894,영업중,동대문구
780,781,신유약국,서울특별시 동대문구 장안동 309번지 4호 1층,서울특별시동대문구장한로28가길1,20140501,운영중,20.97,약국,20140501,569-0823,206400.4223,452616.574,영업중,동대문구
781,782,송원당약국,서울특별시 동대문구 제기동 737번지 2호 4층,서울특별시동대문구약령중앙로68-1,20140704,운영중,11.06,약국,20140704,966-7445,203321.1288,453868.735,영업중,동대문구
782,783,답십리코코약국,서울특별시 동대문구 답십리동 178번지 래미안위브아파트 단지내상가 301동 103호,서울특별시동대문구답십리로130,20141010,운영중,24,약국,20141010,070-4216-9844,204718,452269,영업중,동대문구
783,784,장수약국,서울특별시 동대문구 이문동 291번지 29호 아정오피스텔 1층 105호,서울특별시동대문구이문로135,20141110,운영중,38.24,약국,20141110,965-5926,205418.411,455465.5988,영업중,동대문구
784,785,금창약국,서울특별시 동대문구 제기동 1152번지 12호 1층,서울특별시동대문구약령시로3,20141208,운영중,24.11,약국,20141208,928-6985,202660.6463,453694.5588,영업중,동대문구
786,787,우리보강약국,서울특별시 동대문구 청량리동 225번지 4호,서울특별시동대문구약령시로133,20150106,운영중,20.81,약국,20150106,969-7524,203952.2821,453759.8163,영업중,동대문구
787,788,한동당약국,서울특별시 동대문구 제기동 890번지 30호,서울특별시동대문구약령중앙로29-4,20150109,운영중,11.42,약국,20150109,968-7200,203255.1839,453494.3117,영업중,동대문구
788,789,정다운약국,서울특별시 동대문구 이문동 225번지 2호,서울특별시동대문구이문로54길46,20150119,운영중,18.18,약국,20150119,957-3153,205690.7423,456208.4561,영업중,동대문구
790,791,경희동문약국,서울특별시 동대문구 회기동 38번지,서울특별시동대문구경희대로19,20110117,운영중,245.16,약국,20110117,960-0557,204631.8614,454872.6394,영업중,동대문구
791,792,명인약국,서울특별시 동대문구 제기동 1140번지 15호,서울특별시동대문구약령서1길26,20130206,운영중,35.77,약국,20130206,968-7724,203219.2197,453342.1273,영업중,동대문구
792,793,장안제일약국,서울특별시 동대문구 장안동 369번지 3호 1층,서울특별시동대문구장한로25길2,20121102,운영중,25.8,약국,20121102,3394-7552,206282.9965,452483.9117,영업중,동대문구
793,794,장안메디칼약국,서울특별시 동대문구 장안동 107번지 8호,서울특별시동대문구사가정로207,20121231,운영중,36.72,약국,20121231,2242-6070,206008.0497,453262.4034,영업중,동대문구
794,795,행복한약국,서울특별시 동대문구 장안동 394번지 11호,서울특별시동대문구답십리로66길95,20130103,운영중,44.4,약국,20130103,2245-2611,205850.5586,452120.4026,영업중,동대문구
795,796,신종로약국,서울특별시 동대문구 청량리동 40번지 8호,서울특별시동대문구왕산로261,20121203,운영중,116.57,약국,20121203,960-3322,204425.4531,453867.9359,영업중,동대문구
796,797,외대김약국,서울특별시 동대문구 이문동 291번지 37호,서울특별시동대문구이문로125,20121207,운영중,31.8,약국,20121207,3295-3040,205379.1412,455369.928,영업중,동대문구
797,798,동안당약국,서울특별시 동대문구 제기동 860번지 18호,서울특별시동대문구약령중앙로73,20130111,운영중,15.34,약국,20130111,965-9695,203297.3985,453921.5678,영업중,동대문구
798,799,감초당온누리약국,서울특별시 동대문구 전농동 1번지 205호,서울특별시동대문구한천로242,20121122,운영중,33.32,약국,20121122,438-1314,206059.8646,453662.8438,영업중,동대문구
799,800,메디팜사랑약국,서울특별시 동대문구 휘경동 276번지 57호,서울특별시동대문구망우로18길6,20121220,운영중,100.9,약국,20121220,2213-5005,205506.9615,454452.8354,영업중,동대문구
801,802,인수당약국,서울특별시 동대문구 제기동 1199번지,서울특별시동대문구약령시로52,20130314,운영중,36.5,약국,20130314,963-6300,203153.0808,453678.623,영업중,동대문구
803,804,삼보약국,서울특별시 동대문구 답십리동 488번지 46호,서울특별시동대문구전농로24,20130506,운영중,46,약국,20130506,2249-6084,205035.0903,451943.6182,영업중,동대문구
805,806,메디칼갑산약국,서울특별시 동대문구 휘경동 71번지 1호 1층,서울특별시동대문구망우로123,20130515,운영중,41.8,약국,20130515,2217-5060,205881.642,454685.0937,영업중,동대문구
